# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug  5 15:56:09 2019
#
# User preference: *
#
# CONSTRAINT:  order by fpl_hostname asc
#
# COLUMN fpl_hostname:   Host Name
# COLUMN fpl_letter:     Planet Letter
# COLUMN fpl_name:       Planet Name
# COLUMN fpl_discmethod: Discovery Method
# COLUMN fpl_controvflag: Controversial Flag
# COLUMN fpl_disc:       Year of Discovery
# COLUMN fpl_orbper:     Orbital Period [days]
# COLUMN fpl_smax:       Orbit Semi-Major Axis [AU]
# COLUMN fpl_eccen:      Eccentricity
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass]
# COLUMN fpl_bmassprov:  Planet Mass or M*sin(i) Provenance
# COLUMN fpl_rade:       Planet Radius [Earth radii]
# COLUMN fpl_dens:       Planet Density [g/cm**3]
# COLUMN fpl_eqt:        Equilibrium Temperature [K]
# COLUMN fpl_tranflag:   Planet Transit Flag
# COLUMN fpl_cbflag:     Planet Circumbinary Flag
# COLUMN fpl_snum:       Number of Stars in System
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN fst_dist:       Distance [pc]
# COLUMN fst_optmag:     Optical Magnitude [mag]
# COLUMN fst_optmagband: Optical Magnitude Band
# COLUMN fst_nirmag:     Near-IR Magnitude [mag]
# COLUMN fst_nirmagband: Near-IR Magnitude Band
# COLUMN fst_spt:        Spectral Type
# COLUMN fst_teff:       Effective Temperature [K]
# COLUMN fst_logg:       Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)]
# COLUMN fst_mass:       Stellar Mass [Solar mass]
# COLUMN fst_rad:        Stellar Radius [Solar radii]
# COLUMN fst_met:        Stellar Metallicity [dex]
# COLUMN fst_metratio:   Metallicity Ratio
# COLUMN fst_age:        Stellar Age [Gyr]
#
loc_rowid,fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_controvflag,fpl_disc,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_bmassprov,fpl_rade,fpl_dens,fpl_eqt,fpl_tranflag,fpl_cbflag,fpl_snum,ra_str,ra,dec_str,dec,fst_dist,fst_optmag,fst_optmagband,fst_nirmag,fst_nirmagband,fst_spt,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_metratio,fst_age
2830,Kepler-391,c,Kepler-391 c,Transit,0,2014,20.48543500,0.161000,,12.30000,M-R relationship,3.540,1.52000,,1,0,1,19h22m29.24s,290.621815,+51d03m26.3s,51.057304,891.53,12.984,G (Gaia),10.970,Ks (2MASS),,4940.00,3.46,0.623,1.03,3.57,-0.070,[Fe/H],9.330
2831,Kepler-392,b,Kepler-392 b,Transit,0,2014,5.34185300,0.059000,,0.97200,M-R relationship,1.000,5.34000,,1,0,1,19h14m38.58s,288.660765,+43d22m05.1s,43.368084,695.06,13.422,G (Gaia),12.121,Ks (2MASS),,5938.00,4.32,0.180,1.07,1.13,-0.020,[Fe/H],4.370
2832,Kepler-392,c,Kepler-392 c,Transit,0,2014,10.42311800,0.093000,,1.37000,M-R relationship,1.100,5.66000,,1,0,1,19h14m38.58s,288.660765,+43d22m05.1s,43.368084,695.06,13.422,G (Gaia),12.121,Ks (2MASS),,5938.00,4.32,0.180,1.07,1.13,-0.020,[Fe/H],4.370
2833,Kepler-393,b,Kepler-393 b,Transit,0,2014,9.18241700,0.091000,,2.21000,M-R relationship,1.290,5.66000,,1,0,1,19h23m58.86s,290.995257,+45d11m32.0s,45.192215,904.28,13.178,G (Gaia),11.995,Ks (2MASS),,6189.00,4.23,0.504,1.21,1.38,-0.010,[Fe/H],2.880
2834,Kepler-393,c,Kepler-393 c,Transit,0,2014,14.61361200,0.124000,,2.33000,M-R relationship,1.330,5.44000,,1,0,1,19h23m58.86s,290.995257,+45d11m32.0s,45.192215,904.28,13.178,G (Gaia),11.995,Ks (2MASS),,6189.00,4.23,0.504,1.21,1.38,-0.010,[Fe/H],2.880
2835,Kepler-394,b,Kepler-394 b,Transit,0,2014,8.00501300,0.083000,,3.19000,M-R relationship,1.600,4.28000,,1,0,1,19h45m12.47s,296.301953,+50d40m20.3s,50.672318,1091.69,14.770,G (Gaia),13.384,Ks (2MASS),,6402.00,4.41,0.040,1.13,1.13,0.020,[Fe/H],3.240
2836,Kepler-394,c,Kepler-394 c,Transit,0,2014,12.13068600,0.110000,,3.39000,M-R relationship,1.660,4.07000,,1,0,1,19h45m12.47s,296.301953,+50d40m20.3s,50.672318,1091.69,14.770,G (Gaia),13.384,Ks (2MASS),,6402.00,4.41,0.040,1.13,1.13,0.020,[Fe/H],3.240
2837,Kepler-395,b,Kepler-395 b,Transit,0,2014,7.05434600,0.061000,,1.08000,M-R relationship,1.030,4.83000,576,1,0,1,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,426.34,15.958,G (Gaia),12.948,Ks (2MASS),,4262.00,4.73,-1.001,0.58,0.56,-0.020,[Fe/H],1.600
2838,Kepler-395,c,Kepler-395 c,Transit,0,2014,34.98926200,0.177000,,2.30000,M-R relationship,1.320,4.83000,341,1,0,1,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,426.34,15.958,G (Gaia),12.948,Ks (2MASS),,4262.00,4.73,-1.001,0.58,0.56,-0.020,[Fe/H],1.600
2839,Kepler-396,b,Kepler-396 b,Transit,0,2013,42.99400000,,,75.50000,Mass,3.500,9.68000,,1,0,1,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,225.19,11.829,G (Gaia),10.285,Ks (2MASS),,5384.00,4.32,-0.144,0.97,1.17,-0.129,[Fe/H],4.370
2840,Kepler-396,c,Kepler-396 c,Transit,0,2013,88.50500000,,,17.90000,Mass,5.300,0.66100,,1,0,1,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,225.19,11.829,G (Gaia),10.285,Ks (2MASS),,5384.00,4.32,-0.144,0.97,1.17,-0.129,[Fe/H],4.370
2841,Kepler-397,b,Kepler-397 b,Transit,0,2014,22.25094900,0.144000,,6.62000,M-R relationship,2.460,2.44000,,1,0,1,19h43m34.59s,295.894109,+42d22m49.6s,42.380451,969.00,15.996,Kepler-band,13.900,Ks (2MASS),,5307.00,4.57,-0.376,0.79,0.77,-0.240,[Fe/H],5.250
2842,Kepler-397,c,Kepler-397 c,Transit,0,2014,135.49852700,0.480000,,31.60000,M-R relationship,6.180,0.73600,,1,0,1,19h43m34.59s,295.894109,+42d22m49.6s,42.380451,969.00,15.996,Kepler-band,13.900,Ks (2MASS),,5307.00,4.57,-0.376,0.79,0.77,-0.240,[Fe/H],5.250
2843,Kepler-398,b,Kepler-398 b,Transit,0,2014,4.08142300,0.044000,,0.74900,M-R relationship,0.930,5.12000,,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,178.27,13.235,G (Gaia),10.794,Ks (2MASS),,4493.00,4.69,-0.821,0.72,0.61,-0.060,[Fe/H],2.340
2844,Kepler-398,c,Kepler-398 c,Transit,0,2014,11.41941200,0.087000,,1.01000,M-R relationship,1.010,5.39000,,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,178.27,13.235,G (Gaia),10.794,Ks (2MASS),,4493.00,4.69,-0.821,0.72,0.61,-0.060,[Fe/H],2.340
2845,Kepler-398,d,Kepler-398 d,Transit,0,2016,6.83437001,,,0.61500,M-R relationship,0.880,4.96000,,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,178.27,13.235,G (Gaia),10.794,Ks (2MASS),,4493.00,4.69,-0.821,0.72,0.61,-0.060,[Fe/H],2.340
2846,Kepler-399,b,Kepler-399 b,Transit,0,2014,14.42528100,0.103000,,0.84000,M-R relationship,0.960,5.22000,,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,1362.18,14.528,G (Gaia),12.698,Ks (2MASS),,5502.00,4.62,-0.418,0.94,0.68,-0.070,[Fe/H],3.980
2847,Kepler-399,c,Kepler-399 c,Transit,0,2014,26.67569000,0.155000,,2.63000,M-R relationship,1.430,4.94000,,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,1362.18,14.528,G (Gaia),12.698,Ks (2MASS),,5502.00,4.62,-0.418,0.94,0.68,-0.070,[Fe/H],3.980
2848,Kepler-399,d,Kepler-399 d,Transit,0,2014,58.03461600,0.261000,,4.23000,M-R relationship,1.890,3.44000,,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,1362.18,14.528,G (Gaia),12.698,Ks (2MASS),,5502.00,4.62,-0.418,0.94,0.68,-0.070,[Fe/H],3.980
2849,Kepler-4,b,Kepler-4 b,Transit,0,2009,3.21346000,0.045600,0.000000,24.47200,Mass,4.002,1.91000,1650,1,0,1,19h02m27.68s,285.615322,+50d08m08.7s,50.135754,550.00,12.700,V (Johnson),10.805,Ks (2MASS),,5857.00,4.17,0.354,1.22,1.49,0.170,[Fe/H],4.500
2850,Kepler-40,b,Kepler-40 b,Transit,0,2010,6.87349000,0.080000,0.000000,699.20000,Mass,13.110,1.68000,1620,1,0,1,19h47m15.29s,296.813690,+47d31m35.8s,47.526608,2700.00,14.559,G (Gaia),13.270,Ks (2MASS),F5 IV,6510.00,3.94,0.831,1.48,2.13,0.100,[Fe/H],2.800
2851,Kepler-400,b,Kepler-400 b,Transit,0,2014,9.02438900,0.087000,,3.36000,M-R relationship,1.650,4.11000,,1,0,1,19h23m46.68s,290.944481,+40d28m48.1s,40.480035,709.00,13.840,G (Gaia),12.296,Ks (2MASS),,5886.00,4.35,0.152,1.08,1.15,0.040,[Fe/H],3.630
2852,Kepler-400,c,Kepler-400 c,Transit,0,2014,17.34082400,0.134000,,2.83000,M-R relationship,1.490,4.70000,,1,0,1,19h23m46.68s,290.944481,+40d28m48.1s,40.480035,709.00,13.840,G (Gaia),12.296,Ks (2MASS),,5886.00,4.35,0.152,1.08,1.15,0.040,[Fe/H],3.630
2853,Kepler-401,b,Kepler-401 b,Transit,0,2014,14.38303500,0.122000,,3.57000,M-R relationship,1.710,3.92000,,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,993.14,13.287,G (Gaia),11.987,Ks (2MASS),,6117.00,4.25,0.548,1.17,1.33,0.020,[Fe/H],3.390
2854,Kepler-401,c,Kepler-401 c,Transit,0,2014,47.31821800,0.269000,,5.27000,M-R relationship,2.150,2.91000,,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,993.14,13.287,G (Gaia),11.987,Ks (2MASS),,6117.00,4.25,0.548,1.17,1.33,0.020,[Fe/H],3.390
2855,Kepler-401,d,Kepler-401 d,Transit,0,2016,184.25640500,,,5.77000,M-R relationship,2.270,2.71000,,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,993.14,13.287,G (Gaia),11.987,Ks (2MASS),,6117.00,4.25,0.548,1.17,1.33,0.020,[Fe/H],3.390
2856,Kepler-402,b,Kepler-402 b,Transit,0,2014,4.02875100,0.051000,,1.98000,M-R relationship,1.220,5.99000,,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,636.78,13.192,G (Gaia),11.993,Ks (2MASS),,6090.00,4.28,0.195,1.15,1.26,-0.030,[Fe/H],3.310
2857,Kepler-402,c,Kepler-402 c,Transit,0,2014,6.12482100,0.068000,,3.05000,M-R relationship,1.560,4.41000,,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,636.78,13.192,G (Gaia),11.993,Ks (2MASS),,6090.00,4.28,0.195,1.15,1.26,-0.030,[Fe/H],3.310
2858,Kepler-402,d,Kepler-402 d,Transit,0,2014,8.92109900,0.087000,,2.48000,M-R relationship,1.380,5.19000,,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,636.78,13.192,G (Gaia),11.993,Ks (2MASS),,6090.00,4.28,0.195,1.15,1.26,-0.030,[Fe/H],3.310
2859,Kepler-402,e,Kepler-402 e,Transit,0,2014,11.24286100,0.102000,,2.73000,M-R relationship,1.460,4.82000,,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,636.78,13.192,G (Gaia),11.993,Ks (2MASS),,6090.00,4.28,0.195,1.15,1.26,-0.030,[Fe/H],3.310
2860,Kepler-403,b,Kepler-403 b,Transit,0,2014,7.03146200,0.076000,,2.10000,M-R relationship,1.250,5.91000,,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.744560,860.93,12.760,G (Gaia),11.537,Ks (2MASS),,6090.00,4.27,0.633,1.25,1.33,0.160,[Fe/H],3.090
2861,Kepler-403,c,Kepler-403 c,Transit,0,2014,54.28074900,0.297000,,3.71000,M-R relationship,1.750,3.80000,,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.744560,860.93,12.760,G (Gaia),11.537,Ks (2MASS),,6090.00,4.27,0.633,1.25,1.33,0.160,[Fe/H],3.090
2862,Kepler-403,d,Kepler-403 d,Transit,0,2016,13.61159129,,,2.60000,M-R relationship,1.420,4.99000,,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.744560,860.93,12.760,G (Gaia),11.537,Ks (2MASS),,6090.00,4.27,0.633,1.25,1.33,0.160,[Fe/H],3.090
2863,Kepler-404,b,Kepler-404 b,Transit,0,2014,11.82985100,0.102000,,2.15000,M-R relationship,1.270,5.77000,,1,0,1,19h05m35.67s,286.398631,+45d20m36.7s,45.343533,831.86,15.191,G (Gaia),13.477,Ks (2MASS),,5654.00,4.54,-0.345,,0.88,-0.009,[Fe/H],
2864,Kepler-404,c,Kepler-404 c,Transit,0,2014,14.75116600,0.118000,,3.61000,M-R relationship,1.720,3.90000,,1,0,1,19h05m35.67s,286.398631,+45d20m36.7s,45.343533,831.86,15.191,G (Gaia),13.477,Ks (2MASS),,5654.00,4.54,-0.345,,0.88,-0.009,[Fe/H],
2865,Kepler-405,b,Kepler-405 b,Transit,0,2014,10.61383900,0.095000,,4.98000,M-R relationship,2.080,3.04000,,1,0,1,19h25m38.27s,291.409458,+38d20m24.1s,38.340030,1096.92,15.802,G (Gaia),14.056,Ks (2MASS),,5818.00,4.54,-0.351,0.91,0.89,-0.030,[Fe/H],4.680
2866,Kepler-405,c,Kepler-405 c,Transit,0,2014,29.72668200,0.188000,,19.60000,M-R relationship,4.660,1.06000,,1,0,1,19h25m38.27s,291.409458,+38d20m24.1s,38.340030,1096.92,15.802,G (Gaia),14.056,Ks (2MASS),,5818.00,4.54,-0.351,0.91,0.89,-0.030,[Fe/H],4.680
2867,Kepler-406,b,Kepler-406 b,Transit,0,2014,2.42629000,,,6.35000,Mass,1.430,11.82000,,1,0,1,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,367.86,12.490,G (Gaia),10.970,Ks (2MASS),,5538.00,4.41,0.019,1.07,1.07,0.180,[Fe/H],5.840
2868,Kepler-406,c,Kepler-406 c,Transit,0,2014,4.62332000,,,2.71000,Mass,0.850,24.39000,,1,0,1,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,367.86,12.490,G (Gaia),10.970,Ks (2MASS),,5538.00,4.41,0.019,1.07,1.07,0.180,[Fe/H],5.840
2869,Kepler-407,b,Kepler-407 b,Transit,0,2014,0.66931000,,,3.20000,Mass,1.070,,,1,0,1,19h04m08.72s,286.036347,+49d36m52.2s,49.614506,341.69,12.507,G (Gaia),10.911,Ks (2MASS),,5476.00,4.43,-0.049,1.00,1.01,0.330,[Fe/H],7.470
2870,Kepler-407,c,Kepler-407 c,Radial Velocity,0,2014,3000.00000000,,,4000.00000,Mass,12.300,11.80000,,0,0,1,19h04m08.72s,286.036347,+49d36m52.2s,49.614506,341.69,12.507,G (Gaia),10.911,Ks (2MASS),,5476.00,4.43,-0.049,1.00,1.01,0.330,[Fe/H],7.470
2871,Kepler-408,b,Kepler-408 b,Transit,0,2014,2.46502000,,,5.00000,Mass,0.820,,,1,0,1,18h59m08.68s,284.786175,+48d25m23.6s,48.423233,89.01,8.699,G (Gaia),7.486,Ks (2MASS),,6104.00,4.29,0.285,1.08,1.23,-0.200,[Fe/H],6.680
2872,Kepler-409,b,Kepler-409 b,Transit,0,2014,68.95840000,,,22.00000,Mass,1.190,,,1,0,1,19h34m43.01s,293.679190,+46d51m10.0s,46.852764,68.31,9.391,G (Gaia),7.768,Ks (2MASS),,5460.00,4.50,-0.197,0.92,0.89,0.080,[Fe/H],6.800
2873,Kepler-41,b,Kepler-41 b,Transit,0,2011,1.85555820,0.031010,0.000000,177.98000,Mass,14.460,0.33000,1790,1,0,1,19h38m03.17s,294.513229,+45d58m53.9s,45.981644,1128.11,14.413,G (Gaia),12.892,Ks (2MASS),G2 V,5750.00,4.28,0.224,1.15,1.29,0.380,[Fe/H],4.400
2874,Kepler-410 A,b,Kepler-410 A b,Transit,0,2013,17.83364800,0.122600,0.170000,8.44000,M-R relationship,2.838,2.03000,,1,0,2,18h52m36.17s,283.150698,+45d08m23.4s,45.139832,132.00,9.500,V (Johnson),8.140,Ks (2MASS),,6273.00,4.26,0.435,1.21,1.35,0.010,[Fe/H],2.760
2875,Kepler-411,b,Kepler-411 b,Transit,0,2013,3.00515600,0.037500,0.146000,25.60000,Mass,2.401,10.30000,1138,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,12.233,G (Gaia),10.062,Ks (2MASS),K2 V,4832.69,4.60,-0.584,0.87,0.82,0.050,[Fe/H],0.212
2876,Kepler-411,c,Kepler-411 c,Transit,0,2016,7.83443500,0.073900,0.108000,26.40000,Mass,4.421,1.70000,838,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,12.233,G (Gaia),10.062,Ks (2MASS),K2 V,4832.69,4.60,-0.584,0.87,0.82,0.050,[Fe/H],0.212
2877,Kepler-411,d,Kepler-411 d,Transit,0,2018,58.02035000,0.279000,0.128000,15.20000,Mass,3.319,2.30000,410,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,12.233,G (Gaia),10.062,Ks (2MASS),K2 V,4832.69,4.60,-0.584,0.87,0.82,0.050,[Fe/H],0.212
2878,Kepler-411,e,Kepler-411 e,Transit Timing Variations,0,2018,31.50972800,0.186000,0.016000,10.80000,Mass,3.280,1.68000,503,0,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.59,12.233,G (Gaia),10.062,Ks (2MASS),K2 V,4832.69,4.60,-0.584,0.87,0.82,0.050,[Fe/H],0.212
2879,Kepler-412,b,Kepler-412 b,Transit,0,2014,1.72086040,0.028970,0.003800,299.07803,Mass,15.031,0.52000,1850,1,0,1,19h04m26.48s,286.110327,+43d40m51.4s,43.680958,1121.32,13.730,V (Johnson),12.837,Ks (2MASS),G3 V,5750.00,4.30,0.272,1.17,1.29,0.270,[Fe/H],5.370
2880,Kepler-413,b,Kepler-413 b,Transit,0,2014,66.26200000,0.355300,0.118100,67.00000,Mass,4.347,3.20000,,1,1,2,19h14m02.55s,288.510620,+51d09m44.9s,51.162472,868.34,15.594,G (Gaia),13.415,Ks (2MASS),,4700.00,4.57,-0.430,0.82,0.78,-0.200,[Fe/H],
2881,Kepler-414,b,Kepler-414 b,Transit Timing Variations,0,2014,4.70000000,,,3.50000,Mass,1.710,3.85000,,1,0,1,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,418.44,13.321,G (Gaia),11.698,Ks (2MASS),,5381.00,4.47,-0.198,0.89,0.95,0.050,[Fe/H],5.500
2882,Kepler-414,c,Kepler-414 c,Transit Timing Variations,0,2014,7.17100000,,,29.90000,Mass,3.010,6.02000,,1,0,1,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,418.44,13.321,G (Gaia),11.698,Ks (2MASS),,5381.00,4.47,-0.198,0.89,0.95,0.050,[Fe/H],5.500
2883,Kepler-415,b,Kepler-415 b,Transit Timing Variations,0,2014,4.17600000,,,119.90000,Mass,1.210,372.00000,,1,0,1,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,538.39,15.841,G (Gaia),13.378,Ks (2MASS),,4375.00,4.62,-0.888,0.67,0.64,0.010,[Fe/H],4.900
2884,Kepler-415,c,Kepler-415 c,Transit Timing Variations,0,2014,8.70800000,,,5.71000,M-R relationship,2.254,2.74000,,1,0,1,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,538.39,15.841,G (Gaia),13.378,Ks (2MASS),,4375.00,4.62,-0.888,0.67,0.64,0.010,[Fe/H],4.900
2885,Kepler-416,b,Kepler-416 b,Transit Timing Variations,0,2014,6.31900000,,,58.20000,Mass,2.480,21.00000,,1,0,1,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,704.76,14.020,G (Gaia),12.510,Ks (2MASS),,5428.00,4.42,-0.027,1.00,1.07,0.070,[Fe/H],4.900
2886,Kepler-416,c,Kepler-416 c,Transit Timing Variations,0,2014,12.20900000,,,6.57000,M-R relationship,2.450,2.45000,,1,0,1,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,704.76,14.020,G (Gaia),12.510,Ks (2MASS),,5428.00,4.42,-0.027,1.00,1.07,0.070,[Fe/H],4.900
2887,Kepler-417,b,Kepler-417 b,Transit Timing Variations,0,2014,12.33100000,,,11.00000,Mass,2.310,4.90000,,1,0,1,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,999.47,15.866,G (Gaia),13.922,Ks (2MASS),,4970.75,4.57,-0.429,0.90,0.81,-0.020,[Fe/H],4.900
2888,Kepler-417,c,Kepler-417 c,Transit Timing Variations,0,2014,15.94300000,,,7.70000,M-R relationship,2.690,2.17000,,1,0,1,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,999.47,15.866,G (Gaia),13.922,Ks (2MASS),,4970.75,4.57,-0.429,0.90,0.81,-0.020,[Fe/H],4.900
2889,Kepler-418,b,Kepler-418 b,Transit,0,2014,86.67856000,,0.200000,349.60000,Mass,13.450,,,1,0,1,19h37m44.04s,294.433512,+38d21m19.6s,38.355450,1031.92,14.649,G (Gaia),13.103,Ks (2MASS),,5820.00,4.35,0.050,0.98,1.09,-0.050,[M/H],7.000
2890,Kepler-419,b,Kepler-419 b,Transit,0,2014,69.75460000,0.370000,0.833000,794.50000,Mass,10.800,3.50000,,1,0,1,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,1041.31,12.964,G (Gaia),11.859,Ks (2MASS),,6430.00,4.10,0.713,1.39,1.74,0.176,[Fe/H],1.290
2891,Kepler-419,c,Kepler-419 c,Transit Timing Variations,0,2014,675.47000000,1.680000,0.184000,2320.10000,Mass,12.600,6.37000,,0,0,1,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,1041.31,12.964,G (Gaia),11.859,Ks (2MASS),,6430.00,4.10,0.713,1.39,1.74,0.176,[Fe/H],1.290
2892,Kepler-42,b,Kepler-42 b,Transit,0,2011,1.21376720,0.011600,0.040000,0.39900,M-R relationship,0.780,4.62000,519,1,0,1,19h28m52.57s,292.219033,+44d37m09.0s,44.619160,38.70,16.124,V (Johnson),11.465,Ks (2MASS),M,3068.00,5.01,-2.620,0.13,0.17,-0.330,[M/H],4.500
2893,Kepler-42,c,Kepler-42 c,Transit,0,2011,0.45328509,0.006000,0.000000,0.31500,M-R relationship,0.730,4.45000,720,1,0,1,19h28m52.57s,292.219033,+44d37m09.0s,44.619160,38.70,16.124,V (Johnson),11.465,Ks (2MASS),M,3068.00,5.01,-2.620,0.13,0.17,-0.330,[M/H],4.500
2894,Kepler-42,d,Kepler-42 d,Transit,0,2011,1.86516900,0.015400,0.020000,0.13000,M-R relationship,0.570,3.86000,450,1,0,1,19h28m52.57s,292.219033,+44d37m09.0s,44.619160,38.70,16.124,V (Johnson),11.465,Ks (2MASS),M,3068.00,5.01,-2.620,0.13,0.17,-0.330,[M/H],4.500
2895,Kepler-421,b,Kepler-421 b,Transit,0,2014,704.19840000,1.219000,0.041000,16.10000,M-R relationship,4.160,1.23000,185,1,0,1,18h53m01.64s,283.256822,+45d05m16.0s,45.087776,320.00,13.348,G (Gaia),11.535,Ks (2MASS),G9/K0,5308.00,4.61,-0.398,0.79,0.76,-0.250,[Fe/H],4.000
2896,Kepler-422,b,Kepler-422 b,Transit,0,2014,7.89144830,0.082000,0.550000,136.66000,Mass,12.890,0.38000,,1,0,1,18h50m31.12s,282.629656,+46d19m24.1s,46.323357,738.20,13.423,G (Gaia),12.041,Ks (2MASS),,5972.00,4.31,0.240,1.15,1.24,0.230,[Fe/H],3.400
2897,Kepler-423,b,Kepler-423 b,Transit,0,2014,2.68432850,0.035850,0.019000,189.10100,Mass,13.361,0.45900,1605,1,0,1,19h31m25.38s,292.855742,+46d23m28.2s,46.391178,725.00,14.280,G (Gaia),12.779,Ks (2MASS),G4 V,5560.00,4.41,-0.054,0.85,0.95,-0.100,[M/H],11.000
2898,Kepler-424,b,Kepler-424 b,Transit,0,2014,3.31186440,0.044000,0.076000,327.35000,Mass,9.980,1.94000,,1,0,1,19h54m29.97s,298.624890,+48d34m38.8s,48.577454,712.87,14.229,G (Gaia),12.470,Ks (2MASS),,5460.00,4.50,-0.150,1.01,0.94,0.440,[Fe/H],4.900
2899,Kepler-424,c,Kepler-424 c,Radial Velocity,0,2014,223.30000000,0.730000,,2215.18000,Msini,12.700,5.94000,,0,0,1,19h54m29.97s,298.624890,+48d34m38.8s,48.577454,712.87,14.229,G (Gaia),12.470,Ks (2MASS),,5460.00,4.50,-0.150,1.01,0.94,0.440,[Fe/H],4.900
2900,Kepler-425,b,Kepler-425 b,Transit,0,2014,3.79701816,0.046400,0.330000,79.45000,Mass,10.962,0.27000,1070,1,0,1,19h21m25.92s,290.358009,+40d34m03.9s,40.567738,650.00,14.970,V (Johnson),12.806,Ks (2MASS),K1 V,5170.00,4.54,-0.323,0.93,0.86,0.240,[Fe/H],5.000
2901,Kepler-426,b,Kepler-426 b,Transit,0,2014,3.21751883,0.041400,0.180000,108.06000,Mass,12.220,0.26000,1300,1,0,1,19h17m44.31s,289.434628,+49d28m24.2s,49.473400,880.00,15.073,V (Johnson),13.212,Ks (2MASS),G1 V,5725.00,4.47,-0.089,0.91,0.92,-0.210,[Fe/H],6.000
2902,Kepler-427,b,Kepler-427 b,Transit,0,2014,10.29099400,0.091000,0.570000,92.17000,Mass,13.790,0.16000,1100,1,0,1,19h13m01.10s,288.254580,+43d42m17.5s,43.704868,1100.00,14.420,V (Johnson),12.777,Ks (2MASS),G2 V,5800.00,4.14,0.290,0.96,1.35,-0.190,[Fe/H],7.000
2903,Kepler-428,b,Kepler-428 b,Transit,0,2014,3.52563254,0.043300,0.220000,403.63000,Mass,12.110,1.02000,1070,1,0,1,19h22m19.61s,290.581722,+40d34m38.6s,40.577400,720.00,15.405,V (Johnson),13.234,Ks (2MASS),K1 V,5150.00,4.57,-0.390,0.87,0.80,0.090,[Fe/H],5.000
2904,Kepler-43,b,Kepler-43 b,Transit,0,2011,3.02409490,0.046000,0.017000,1026.59090,Mass,13.664,5.00000,1620,1,0,1,19h00m57.81s,285.240856,+46d40m05.7s,46.668255,1035.90,13.889,G (Gaia),12.549,Ks (2MASS),F8 V,6041.00,4.26,0.344,1.32,1.42,0.330,[Fe/H],2.300
2905,Kepler-430,b,Kepler-430 b,Transit,0,2015,35.96800000,0.224400,,10.60000,M-R relationship,3.250,1.70000,667,1,0,1,19h31m14.07s,292.808636,+49d34m46.0s,49.579445,942.26,13.814,G (Gaia),12.391,Ks (2MASS),,5884.00,4.15,0.294,1.17,1.49,0.200,[Fe/H],5.130
